"table","relation_count","related_facts","fill","stroke","type"
"catalog_promotion_dim",1,"catalog_promotion_fact","#d5e8d4","#6c8ebf","dimension"
"catalog_promotion_fact",0,"","#dae8fc","#6c8ebf","fact"
