"table","relation_count","related_facts","fill","stroke","type"
"catalog_product_dim",4,"catalog_program_requirement_fact,catalog_product_fact,catalog_order_item_fact,catalog_promotion_fact","#d5e8d4","#6c8ebf","dimension"
"catalog_program_requirement_fact",0,"","#dae8fc","#6c8ebf","fact"
"catalog_product_fact",0,"","#dae8fc","#6c8ebf","fact"
"catalog_order_item_fact",0,"","#dae8fc","#6c8ebf","fact"
"catalog_promotion_fact",0,"","#dae8fc","#6c8ebf","fact"
