"table","relation_count","related_facts"
"catalog_program_requirement_fact",4,"catalog_dim,catalog_product_dim,catalog_product_dim,course_dim"
"catalog_dim",0,""
"catalog_product_dim",0,""
"catalog_product_dim",0,""
"course_dim",0,""
